sourceId,sku,name,qtyBox,qtyPcs,srcLoc,destLoc,trip,expDate,ean,alloc_batch_id,alloc_timestamp
,AV0005,LOTTE XYLITOL木糖醇無糖口香糖-清新薄荷(26.1g),18,1792,,BJ163,6/27-8,2027/11/05,08934677004936,BATCH_00224,2026-06-26 14:36:49
,AV0006,LOTTE XYLITOL木糖醇無糖口香糖-藍莓薄荷(26.1g),14,1360,,BJ202,6/27-8,2027/11/05,08934677004929,BATCH_00225,2026-06-26 14:36:49
,BJ9323,LOTTE千層派盒裝-巧克力風味,5,300,,BI264,6/27-8,2026/12/31,14903333226129,BATCH_00226,2026-06-26 14:36:49
,BJ9323,LOTTE千層派盒裝-巧克力風味,10,600,,BL252,6/27-8,2027/01/31,14903333226129,BATCH_00227,2026-06-26 14:36:49
,BJ9323,LOTTE千層派盒裝-巧克力風味,20,1200,,BJ214,6/27-8,2027/03/31,14903333226129,BATCH_00228,2026-06-26 14:36:49
,BJ9339,LOTTE脆脆巧克力派-濃厚可可風味,20,100,,,6/27-8,2027/02/28,14903333257451,PENDING_00009,2026-06-26 14:36:49
,BJ9458,樂天小熊餅－草莓奶油蛋糕風味46g,0,75,,,6/27-8,2027/02/28,14903333207142,PENDING_00010,2026-06-26 14:36:49
,BJ9458,樂天小熊餅－草莓奶油蛋糕風味46g,6,480,,BF144,6/27-8,2027/02/28,14903333207142,BATCH_00229,2026-06-26 14:36:49
,BK0041,LOTTE 巧克力派(6顆裝),0,11,,,6/27-8,2027/06/03,48801062161889,PENDING_00011,2026-06-26 14:36:49
,BK0045,LOTTE 蛋黃派(6顆裝),11,142,,BH224,6/27-8,2026/12/13,18801062126221,BATCH_00230,2026-06-26 14:36:49
,BK0046,LOTTE 蛋黃派(10顆裝),29,232,,BG244,6/27-8,2026/11/03,18801062126184,BATCH_00231,2026-06-26 14:36:49
,BK9321,LOTTE ZERO零砂糖可可豆餅乾,5,100,,,6/27-8,2027/01/15,18801062865687,PENDING_00012,2026-06-26 14:36:49
,BT0044,樂天小熊餅-巧克力風味分享包FOR PX,2,32,,,6/27-8,2027/06/19,4712834456439,PENDING_00013,2026-06-26 14:36:49
,BT0044,樂天小熊餅-巧克力風味分享包FOR PX,10,160,,BE253,6/27-8,2027/06/19,4712834456439,BATCH_00232,2026-06-26 14:36:49
,BT0060,樂天小熊餅－巧克力風味37g,4,212,,BP022,6/27-8,2027/06/17,58852008300203,BATCH_00233,2026-06-26 14:36:49
,BT0060,樂天小熊餅－巧克力風味37g,7,352,,BN263,6/27-8,2027/06/06,58852008300203,BATCH_00234,2026-06-26 14:36:49
,BT0060,樂天小熊餅－巧克力風味37g,10,480,,BF104,6/27-8,2027/06/17,58852008300203,BATCH_00235,2026-06-26 14:36:49
,BT0060,樂天小熊餅－巧克力風味37g,20,960,,BL152,6/27-8,2027/07/22,58852008300203,BATCH_00236,2026-06-26 14:36:49
,BT0060,樂天小熊餅－巧克力風味37g,24,1152,,BJ222,6/27-8,2027/05/16,58852008300203,BATCH_00237,2026-06-26 14:36:49
,BT0061,樂天小熊餅－草莓風味37g,20,969,,BJ242,6/27-8,2027/06/17,58852008300234,BATCH_00238,2026-06-26 14:36:49
,BT0061,樂天小熊餅－草莓風味37g,25,1200,,BJ212,6/27-8,2027/06/17,58852008300234,BATCH_00239,2026-06-26 14:36:49
,BT0062,樂天小熊餅－牛奶風味37g,1,87,,,6/27-8,2027/06/04,58852008300784,PENDING_00014,2026-06-26 14:36:49
,BT0063,樂天小熊餅－濃黑巧克力風味37g,16,810,,BL184,6/27-8,2027/07/27,58852008304867,BATCH_00240,2026-06-26 14:36:49
,BT0064,樂天小熊餅－北海道牛奶風味37g,17,828,,BL183,6/27-8,2027/05/25,58852008304898,BATCH_00241,2026-06-26 14:36:49
,BT0065,樂天小熊餅－家庭號巧克力風味195g,6,60,,,6/27-8,2027/06/12,58852008300265,PENDING_00015,2026-06-26 14:36:49
,BT0066,樂天小熊餅－家庭號草莓風味195g,1,10,,,6/27-8,2027/06/18,58852008300296,PENDING_00016,2026-06-26 14:36:49
,BT0066,樂天小熊餅－家庭號草莓風味195g,18,180,,BE074,6/27-8,2027/07/08,58852008300296,BATCH_00242,2026-06-26 14:36:49
,BT0066,樂天小熊餅－家庭號草莓風味195g,29,290,,BG174,6/27-8,2027/06/18,58852008300296,BATCH_00243,2026-06-26 14:36:49
,BT0067,樂天小熊餅－家庭號牛奶風味195g,22,220,,BP012,6/27-8,2027/07/10,58852008300982,BATCH_00244,2026-06-26 14:36:49
,BT0068,樂天小熊餅家庭號－濃黑巧克力風味195g,17,170,,BE084,6/27-8,2027/07/20,58852008304911,BATCH_00245,2026-06-26 14:36:49
,BT0070,樂天小熊餅串串包－巧克力風味56g,26,624,,BL244,6/27-8,2027/06/24,58852008305413,BATCH_00246,2026-06-26 14:36:49
,BT0071,樂天小熊餅－宇治抹茶風味33g,4,225,,BG264,6/27-8,2027/08/14,58852008305673,BATCH_00247,2026-06-26 14:36:49
,BT0073,樂天小熊餅－家庭號巧克力風味195g,26,260,,BG214,6/27-8,2027/04/23,58852008300265,BATCH_00248,2026-06-26 14:36:49
,BT0074,樂天小熊餅－家庭號草莓風味195g,27,270,,BG184,6/27-8,2027/03/23,58852008300296,BATCH_00249,2026-06-26 14:36:49
,BT0075,樂天小熊餅－家庭號牛奶風味195g,11,110,,,6/27-8,2027/03/02,58852008300982,PENDING_00017,2026-06-26 14:36:49
,BT0076,樂天小熊餅家庭號－濃黑巧克力風味195g,12,120,,BH244,6/27-8,2027/05/10,58852008304911,BATCH_00250,2026-06-26 14:36:49
,BT0077,樂天小熊餅家庭號－北海道牛奶風味195g,12,120,,BH254,6/27-8,2027/03/03,58852008304935,BATCH_00251,2026-06-26 14:36:49
,BT9083,樂天小熊餅聖誕節限定版－巧克力風味37g,25,1200,,BJ213,6/27-9,2026/12/10,58852008305390,BATCH_00252,2026-06-26 14:36:49
,BT9110,LOTTE TOPPO香草草莓口味夾心餅乾棒40g,8,480,,BF124,6/27-9,2027/05/27,58852008511258,BATCH_00253,2026-06-26 14:36:49
,BT9110,LOTTE TOPPO香草草莓口味夾心餅乾棒40g,10,600,,BL253,6/27-9,2027/02/24,58852008511258,BATCH_00254,2026-06-26 14:36:49
,BT9110,LOTTE TOPPO香草草莓口味夾心餅乾棒40g,19,1140,,BJ223,6/27-9,2027/02/24,58852008511258,BATCH_00255,2026-06-26 14:36:49
,BT9132,LOTTE Toppo巧克力口味夾心餅乾棒40g,8,480,,BF134,6/27-9,2027/04/05,58852008510053,BATCH_00256,2026-06-26 14:36:49
,BT9133,LOTTE TOPPO濃厚巧克力口味夾心餅乾棒40g,15,940,,BL153,6/27-9,2027/07/08,58852008510510,BATCH_00257,2026-06-26 14:36:49
,BT9133,LOTTE TOPPO濃厚巧克力口味夾心餅乾棒40g,25,1520,,BJ184,6/27-9,2027/07/08,58852008510510,BATCH_00258,2026-06-26 14:36:49
,BT9135,樂天小熊餅－泰奶風味33g,9,432,,BF164,6/27-9,2027/08/11,58852008306557,BATCH_00259,2026-06-26 14:36:49
,BT9135,樂天小熊餅－泰奶風味33g,10,480,,BF114,6/27-9,2027/08/12,58852008306557,BATCH_00260,2026-06-26 14:36:49
,BT9135,樂天小熊餅－泰奶風味33g,12,576,,BL262,6/27-9,2027/08/11,58852008306557,BATCH_00261,2026-06-26 14:36:49
,BT9136,樂天小熊餅家庭號－泰奶風味175g,21,217,,BP013,6/27-9,2027/08/12,58852008306595,BATCH_00262,2026-06-26 14:36:49
,BT9140,樂天小熊餅-泰奶風味(For PX),10,480,,BF122,6/27-9,2027/08/12,58852008306557,BATCH_00263,2026-06-26 14:36:49
,BT9140,樂天小熊餅-泰奶風味(For PX),11,528,,BL264,6/27-9,2027/08/12,58852008306557,BATCH_00264,2026-06-26 14:36:49
,BT9141,樂天小熊餅家庭號-泰奶風味(For PX),21,210,,BP023,6/27-9,2027/08/12,58852008306595,BATCH_00265,2026-06-26 14:36:49
,BV0006,LOTTE巧克力布雪蛋糕－經典起司口味(12顆裝),33,268,,BG194,6/27-9,2027/01/10,08935341301238,BATCH_00266,2026-06-26 14:36:49
,BV0008,LOTTE巧克力布雪蛋糕(12顆裝),2,16,,,6/27-9,2027/03/30,08935341300637,PENDING_00018,2026-06-26 14:36:49
,CK9032,LOTTE Crunky 巧克力球(76g),5,120,,,6/27-9,2027/04/26,18801062633460,PENDING_00019,2026-06-26 14:36:49
,CK9032,LOTTE Crunky 巧克力球(76g),6,144,,BH214,6/27-9,2027/03/03,18801062633460,BATCH_00267,2026-06-26 14:36:49
,CK9032,LOTTE Crunky 巧克力球(76g),9,228,,BG254,6/27-9,2027/01/29,18801062633460,BATCH_00268,2026-06-26 14:36:49
,DJ9075,LOTTE KOUME小梅糖(50周年紀念),0,35,,,6/27-9,2027/02/28,14903333270665,PENDING_00020,2026-06-26 14:36:49
,DJ9076,LOTTE ZERO牛奶硬糖袋裝,6,60,,,6/27-9,2026/12/31,34903333219835,PENDING_00021,2026-06-26 14:36:49
,DJ9082,LOTTE酸甜小梅糖迷你包,18,1728,,BJ173,6/27-9,2027/02/28,14903333256812,BATCH_00269,2026-06-26 14:36:49
,DK0019,LOTTE Anytime 薄荷三層糖60g,3,60,,,6/27-9,2027/03/22,68801062332115,PENDING_00022,2026-06-26 14:36:49
,DK0019,LOTTE Anytime 薄荷三層糖60g,10,200,,BP033,6/27-9,2027/03/22,68801062332115,BATCH_00270,2026-06-26 14:36:49
,DK0019,LOTTE Anytime 薄荷三層糖60g,12,240,,BG234,6/27-9,2027/03/22,68801062332115,BATCH_00271,2026-06-26 14:36:49
,DK9012,LOTTE檸檬糖17.5g,14,719,,BL194,6/27-9,2027/02/25,38801062221975,BATCH_00272,2026-06-26 14:36:49
,DK9012,LOTTE檸檬糖17.5g,23,1104,,BJ232,6/27-9,2027/03/09,38801062221975,BATCH_00273,2026-06-26 14:36:49
,DK9012,LOTTE檸檬糖17.5g,29,1392,,BJ194,6/27-9,2027/01/08,38801062221975,BATCH_00274,2026-06-26 14:36:49
,DK9051,LOTTE 青葡萄糖153g,6,120,,BH264,6/27-9,2027/03/11,58801062009522,BATCH_00275,2026-06-26 14:36:49
,DK9051,LOTTE 青葡萄糖153g,27,540,,BL263,6/27-9,2027/03/11,58801062009522,BATCH_00276,2026-06-26 14:36:49
,DK9084,LOTTE 檸檬糖65g(罐裝) FOR PX,8,192,,BE054,6/27-9,2027/01/10,38801062221197,BATCH_00277,2026-06-26 14:36:49
,DK9084,LOTTE 檸檬糖65g(罐裝) FOR PX,20,480,,BF094,6/27-9,2027/03/04,38801062221197,BATCH_00278,2026-06-26 14:36:49
,DK9085,LOTTE 青葡萄糖153ｇFOR PX,1,20,,,6/27-9,2027/03/11,58801062009522,PENDING_00023,2026-06-26 14:36:49
,DK9085,LOTTE 青葡萄糖153ｇFOR PX,4,80,,,6/27-9,2027/03/11,58801062009522,PENDING_00024,2026-06-26 14:36:49
,DK9088,LOTTE蜜桃糖153g,10,200,,BP034,6/27-9,2027/03/05,68801062863756,BATCH_00279,2026-06-26 14:36:49
,DK9088,LOTTE蜜桃糖153g,10,200,,BP042,6/27-9,2027/03/05,68801062863756,BATCH_00280,2026-06-26 14:36:49
,DK9088,LOTTE蜜桃糖153g,10,200,,BE024,6/27-9,2027/03/05,68801062863756,BATCH_00281,2026-06-26 14:36:49
,GW0170,樂天小熊餅圓筒包組,1,11,,,6/27-9,2026/08/15,04712834457320,PENDING_00025,2026-06-26 14:36:49
,GW0173,樂天小熊餅置物籃組,1,1,,,6/27-9,2026/09/07,4712834457344,PENDING_00026,2026-06-26 14:36:49
,GW0180,樂天小熊餅好運袋,12,144,,BH042,6/27-9,2027/01/23,04712834457429,BATCH_00282,2026-06-26 14:36:49
,XXX,中文標,4,0,,,6/27-9,,,PENDING_00027,2026-06-26 14:36:49
,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,72,648,,,6/27空調-1,2027/05/14,48801062267796,AIRCON,2026-06-26 14:36:49
,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,72,648,,,6/27空調-1,2027/04/13,48801062267796,AIRCON,2026-06-26 14:36:49
,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,78,702,,,6/27空調-1,2027/05/14,48801062267796,AIRCON,2026-06-26 14:36:49
,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,72,648,,,6/27空調-1,2027/03/04,48801062641237,AIRCON,2026-06-26 14:36:49
,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,72,648,,,6/27空調-1,2027/03/04,48801062641237,AIRCON,2026-06-26 14:36:49
,BK9286,LOTTE Pepero 黑餅乾巧克力口味餅乾棒分享盒,72,648,,,6/27空調-1,2027/05/26,18801062865717,AIRCON,2026-06-26 14:36:49
,BK9289,LOTTE Pepero 杏仁巧克力口味餅乾棒32g-10盒裝,80,3200,,,6/27空調-1,2027/02/13,98801062478166,AIRCON,2026-06-26 14:36:49
,BK9289,LOTTE Pepero 杏仁巧克力口味餅乾棒32g-10盒裝,80,3200,,,6/27空調-1,2027/02/13,98801062478166,AIRCON,2026-06-26 14:36:49
,BK9290,LOTTE Pepero 白巧克力口味餅乾棒32g FOR PX,66,2640,,,6/27空調-1,2027/01/21,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9290,LOTTE Pepero 白巧克力口味餅乾棒32g FOR PX,79,3160,,,6/27空調-1,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,,6/27空調-1,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,,6/27空調-1,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,,6/27空調-1,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,,6/27空調-1,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,68,2758,,,6/27空調-1,2027/02/08,18801062862532,AIRCON,2026-06-26 14:36:49
,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,,6/27空調-1,2027/02/08,18801062862532,AIRCON,2026-06-26 14:36:49
,BK9307,LOTTE Pepero 草莓脆粒餅乾棒32g - 10盒裝,80,3200,,,6/27空調-1,2027/01/27,18801062862532,AIRCON,2026-06-26 14:36:49
,BK9307,LOTTE Pepero 草莓脆粒餅乾棒32g - 10盒裝,80,3200,,,6/27空調-1,2027/01/27,18801062862532,AIRCON,2026-06-26 14:36:49
,BK9274,LOTTE Pepero 巧克力口味餅乾棒47g,80,3200,,,6/27空調-2,2027/04/12,28801062639483,AIRCON,2026-06-26 14:36:49
,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,66,594,,,6/27空調-2,2027/04/13,48801062267796,AIRCON,2026-06-26 14:36:49
,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,72,648,,,6/27空調-2,2027/04/13,48801062267796,AIRCON,2026-06-26 14:36:49
,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,72,648,,,6/27空調-2,2027/03/04,48801062641237,AIRCON,2026-06-26 14:36:49
,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,,6/27空調-2,2027/04/01,18801062880888,AIRCON,2026-06-26 14:36:49
,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,,6/27空調-2,2027/04/01,18801062880888,AIRCON,2026-06-26 14:36:49
,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,,6/27空調-2,2027/04/01,18801062880888,AIRCON,2026-06-26 14:36:49
,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,,6/27空調-2,2027/04/01,18801062880888,AIRCON,2026-06-26 14:36:49
,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,,6/27空調-2,2027/04/01,18801062880888,AIRCON,2026-06-26 14:36:49
,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,,6/27空調-2,2027/04/01,18801062880888,AIRCON,2026-06-26 14:36:49
,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,,6/27空調-2,2027/04/01,18801062880888,AIRCON,2026-06-26 14:36:49
,BK9288,LOTTE Pepero 杏仁巧克力口味餅乾棒32g FOR PX,80,3200,,,6/27空調-2,2027/03/20,18801062132765,AIRCON,2026-06-26 14:36:49
,BK9289,LOTTE Pepero 杏仁巧克力口味餅乾棒32g-10盒裝,80,3200,,,6/27空調-2,2027/02/13,98801062478166,AIRCON,2026-06-26 14:36:49
,BK9289,LOTTE Pepero 杏仁巧克力口味餅乾棒32g-10盒裝,80,3200,,,6/27空調-2,2027/01/30,98801062478166,AIRCON,2026-06-26 14:36:49
,BK9289,LOTTE Pepero 杏仁巧克力口味餅乾棒32g-10盒裝,80,3200,,,6/27空調-2,2027/01/30,98801062478166,AIRCON,2026-06-26 14:36:49
,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,,6/27空調-2,2027/01/21,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,62,2507,,,6/27空調-2,2027/01/27,18801062862532,AIRCON,2026-06-26 14:36:49
,BK9307,LOTTE Pepero 草莓脆粒餅乾棒32g - 10盒裝,80,3200,,,6/27空調-2,2027/02/08,18801062862532,AIRCON,2026-06-26 14:36:49
,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,78,3120,,,6/27空調-3,2027/03/20,78801062267711,AIRCON,2026-06-26 14:36:49
,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,80,3200,,,6/27空調-3,2027/03/20,78801062267711,AIRCON,2026-06-26 14:36:49
,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,80,3200,,,6/27空調-3,2027/03/20,78801062267711,AIRCON,2026-06-26 14:36:49
,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,80,3200,,,6/27空調-3,2027/03/20,78801062267711,AIRCON,2026-06-26 14:36:49
,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,80,3200,,,6/27空調-3,2027/01/21,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9278,LOTTE Pepero 黑餅乾巧克力口味餅乾棒,71,2840,,,6/27空調-3,2027/05/18,28801062481730,AIRCON,2026-06-26 14:36:49
,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,65,585,,,6/27空調-3,2027/04/12,48801062267796,AIRCON,2026-06-26 14:36:49
,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,72,648,,,6/27空調-3,2027/04/13,48801062267796,AIRCON,2026-06-26 14:36:49
,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,72,648,,,6/27空調-3,2027/04/12,48801062267796,AIRCON,2026-06-26 14:36:49
,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,72,648,,,6/27空調-3,2027/04/12,48801062267796,AIRCON,2026-06-26 14:36:49
,BK9290,LOTTE Pepero 白巧克力口味餅乾棒32g FOR PX,79,3160,,,6/27空調-3,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,,6/27空調-3,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,,6/27空調-3,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,,6/27空調-3,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,,6/27空調-3,2027/01/21,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,,6/27空調-3,2027/01/28,18801062862532,AIRCON,2026-06-26 14:36:49
,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,,6/27空調-3,2027/01/28,18801062862532,AIRCON,2026-06-26 14:36:49
,BK9313,LOTTE Pepero 草莓脆粒餅乾棒32g - 5盒裝,80,3200,,,6/27空調-3,2027/02/08,18801062862532,AIRCON,2026-06-26 14:36:49
,BK9274,LOTTE Pepero 巧克力口味餅乾棒47g,60,2400,,,6/27空調-4,2027/04/12,28801062639483,AIRCON,2026-06-26 14:36:49
,BK9274,LOTTE Pepero 巧克力口味餅乾棒47g,80,3200,,,6/27空調-4,2027/04/12,28801062639483,AIRCON,2026-06-26 14:36:49
,BK9274,LOTTE Pepero 巧克力口味餅乾棒47g,80,3200,,,6/27空調-4,2027/04/12,28801062639483,AIRCON,2026-06-26 14:36:49
,BK9279,LOTTE Pepero 脆心巧克力口味餅乾棒39g,80,3200,,,6/27空調-4,2027/04/22,18801062881748,AIRCON,2026-06-26 14:36:49
,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,72,648,,,6/27空調-4,2027/03/04,48801062641237,AIRCON,2026-06-26 14:36:49
,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,72,648,,,6/27空調-4,2027/03/04,48801062641237,AIRCON,2026-06-26 14:36:49
,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,72,648,,,6/27空調-4,2027/03/04,48801062641237,AIRCON,2026-06-26 14:36:49
,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,72,648,,,6/27空調-4,2027/03/04,48801062641237,AIRCON,2026-06-26 14:36:49
,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,72,648,,,6/27空調-4,2027/03/04,48801062641237,AIRCON,2026-06-26 14:36:49
,BK9288,LOTTE Pepero 杏仁巧克力口味餅乾棒32g FOR PX,80,3200,,,6/27空調-4,2027/01/29,18801062132765,AIRCON,2026-06-26 14:36:49
,BK9288,LOTTE Pepero 杏仁巧克力口味餅乾棒32g FOR PX,80,3200,,,6/27空調-4,2027/03/20,18801062132765,AIRCON,2026-06-26 14:36:49
,BK9288,LOTTE Pepero 杏仁巧克力口味餅乾棒32g FOR PX,80,3200,,,6/27空調-4,2027/03/20,18801062132765,AIRCON,2026-06-26 14:36:49
,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,,6/27空調-4,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,,6/27空調-4,2027/01/21,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,,6/27空調-4,2027/01/21,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,60,2400,,,6/27空調-4,2027/01/28,18801062862532,AIRCON,2026-06-26 14:36:49
,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,,6/27空調-4,2027/01/28,18801062862532,AIRCON,2026-06-26 14:36:49
,BK9307,LOTTE Pepero 草莓脆粒餅乾棒32g - 10盒裝,78,3120,,,6/27空調-4,2027/01/27,18801062862532,AIRCON,2026-06-26 14:36:49
,BK9215,LOTTE 巧克力派(6顆裝)-4盒裝,60,960,,,6/27空調-5,2027/06/03,18801062126481,AIRCON,2026-06-26 14:36:49
,BK9215,LOTTE 巧克力派(6顆裝)-4盒裝,60,960,,,6/27空調-5,2027/06/03,18801062126481,AIRCON,2026-06-26 14:36:49
,BK9215,LOTTE 巧克力派(6顆裝)-4盒裝,60,960,,,6/27空調-5,2027/06/03,18801062126481,AIRCON,2026-06-26 14:36:49
,BK9215,LOTTE 巧克力派(6顆裝)-4盒裝,60,960,,,6/27空調-5,2027/06/03,18801062126481,AIRCON,2026-06-26 14:36:49
,BK9274,LOTTE Pepero 巧克力口味餅乾棒47g,19,790,,,6/27空調-5,2027/04/05,28801062639483,AIRCON,2026-06-26 14:36:49
,BK9274,LOTTE Pepero 巧克力口味餅乾棒47g,56,2240,,,6/27空調-5,2027/04/12,28801062639483,AIRCON,2026-06-26 14:36:49
,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,11,450,,,6/27空調-5,2027/01/29,78801062267711,AIRCON,2026-06-26 14:36:49
,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,20,800,,,6/27空調-5,2027/01/29,78801062267711,AIRCON,2026-06-26 14:36:49
,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,13,520,,,6/27空調-5,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,14,560,,,6/27空調-5,2027/01/21,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,62,2490,,,6/27空調-5,2027/01/21,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,80,3200,,,6/27空調-5,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,80,3200,,,6/27空調-5,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,80,3200,,,6/27空調-5,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,80,3200,,,6/27空調-5,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,80,3200,,,6/27空調-5,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,80,3200,,,6/27空調-5,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,80,3200,,,6/27空調-5,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
,BK9278,LOTTE Pepero 黑餅乾巧克力口味餅乾棒,5,200,,,6/27空調-5,2027/05/18,28801062481730,AIRCON,2026-06-26 14:36:49
,BK9282,LOTTE Pepero 巧克力口味餅乾棒分享盒180g,72,648,,,6/27空調-5,2027/03/18,48801062016097,AIRCON,2026-06-26 14:36:49
,BK9282,LOTTE Pepero 巧克力口味餅乾棒分享盒180g,72,648,,,6/27空調-5,2027/03/18,48801062016097,AIRCON,2026-06-26 14:36:49
,BK9282,LOTTE Pepero 巧克力口味餅乾棒分享盒180g,72,648,,,6/27空調-5,2027/03/18,48801062016097,AIRCON,2026-06-26 14:36:49
,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,,6/27空調-5,2027/01/27,18801062862532,AIRCON,2026-06-26 14:36:49
,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,,6/27空調-5,2027/01/28,18801062862532,AIRCON,2026-06-26 14:36:49
,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,,6/27空調-5,2027/01/28,18801062862532,AIRCON,2026-06-26 14:36:49
