orderId,sourceId,sku,name,qtyBox,qtyPcs,destLoc,trip,plant,expDate,ean,alloc_batch_id,alloc_timestamp
lotte20260627aircon-1013,,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,6/27空調-1,A37,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-1014,,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,6/27空調-1,A37,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-1015,,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,68,2758,,6/27空調-1,A37,2027/02/08,18801062862532,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-1016,,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,6/27空調-1,A37,2027/02/08,18801062862532,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-1017,,BK9307,LOTTE Pepero 草莓脆粒餅乾棒32g - 10盒裝,80,3200,,6/27空調-1,A37,2027/01/27,18801062862532,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-1018,,BK9307,LOTTE Pepero 草莓脆粒餅乾棒32g - 10盒裝,80,3200,,6/27空調-1,A37,2027/01/27,18801062862532,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-2001,,BK9274,LOTTE Pepero 巧克力口味餅乾棒47g,80,3200,,6/27空調-2,A37,2027/04/12,28801062639483,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-2002,,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,66,594,,6/27空調-2,A37,2027/04/13,48801062267796,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-2003,,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,72,648,,6/27空調-2,A37,2027/04/13,48801062267796,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-2004,,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,72,648,,6/27空調-2,A37,2027/03/04,48801062641237,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-2005,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,6/27空調-2,A37,2027/04/01,18801062880888,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-2006,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,6/27空調-2,A37,2027/04/01,18801062880888,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-2007,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,6/27空調-2,A37,2027/04/01,18801062880888,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-2008,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,6/27空調-2,A37,2027/04/01,18801062880888,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-2009,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,6/27空調-2,A37,2027/04/01,18801062880888,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-2010,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,6/27空調-2,A37,2027/04/01,18801062880888,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-2011,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,6/27空調-2,A37,2027/04/01,18801062880888,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-2012,,BK9288,LOTTE Pepero 杏仁巧克力口味餅乾棒32g FOR PX,80,3200,,6/27空調-2,A37,2027/03/20,18801062132765,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-2013,,BK9289,LOTTE Pepero 杏仁巧克力口味餅乾棒32g-10盒裝,80,3200,,6/27空調-2,A37,2027/02/13,98801062478166,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-2014,,BK9289,LOTTE Pepero 杏仁巧克力口味餅乾棒32g-10盒裝,80,3200,,6/27空調-2,A37,2027/01/30,98801062478166,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-2015,,BK9289,LOTTE Pepero 杏仁巧克力口味餅乾棒32g-10盒裝,80,3200,,6/27空調-2,A37,2027/01/30,98801062478166,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-2016,,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,6/27空調-2,A37,2027/01/21,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-2017,,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,62,2507,,6/27空調-2,A37,2027/01/27,18801062862532,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-2018,,BK9307,LOTTE Pepero 草莓脆粒餅乾棒32g - 10盒裝,80,3200,,6/27空調-2,A37,2027/02/08,18801062862532,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-3001,,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,78,3120,,6/27空調-3,A37,2027/03/20,78801062267711,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-3002,,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,80,3200,,6/27空調-3,A37,2027/03/20,78801062267711,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-3003,,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,80,3200,,6/27空調-3,A37,2027/03/20,78801062267711,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-3004,,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,80,3200,,6/27空調-3,A37,2027/03/20,78801062267711,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-3005,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,80,3200,,6/27空調-3,A37,2027/01/21,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-3006,,BK9278,LOTTE Pepero 黑餅乾巧克力口味餅乾棒,71,2840,,6/27空調-3,A37,2027/05/18,28801062481730,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-3007,,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,65,585,,6/27空調-3,A37,2027/04/12,48801062267796,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-3008,,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,72,648,,6/27空調-3,A37,2027/04/13,48801062267796,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-3009,,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,72,648,,6/27空調-3,A37,2027/04/12,48801062267796,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-3010,,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,72,648,,6/27空調-3,A37,2027/04/12,48801062267796,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-3011,,BK9290,LOTTE Pepero 白巧克力口味餅乾棒32g FOR PX,79,3160,,6/27空調-3,A37,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-3012,,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,6/27空調-3,A37,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-3013,,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,6/27空調-3,A37,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-3014,,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,6/27空調-3,A37,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-3015,,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,6/27空調-3,A37,2027/01/21,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-3016,,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,6/27空調-3,A37,2027/01/28,18801062862532,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-3017,,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,6/27空調-3,A37,2027/01/28,18801062862532,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-3018,,BK9313,LOTTE Pepero 草莓脆粒餅乾棒32g - 5盒裝,80,3200,,6/27空調-3,A37,2027/02/08,18801062862532,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-4001,,BK9274,LOTTE Pepero 巧克力口味餅乾棒47g,60,2400,,6/27空調-4,A37,2027/04/12,28801062639483,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-4002,,BK9274,LOTTE Pepero 巧克力口味餅乾棒47g,80,3200,,6/27空調-4,A37,2027/04/12,28801062639483,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-4003,,BK9274,LOTTE Pepero 巧克力口味餅乾棒47g,80,3200,,6/27空調-4,A37,2027/04/12,28801062639483,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-4004,,BK9279,LOTTE Pepero 脆心巧克力口味餅乾棒39g,80,3200,,6/27空調-4,A37,2027/04/22,18801062881748,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-4005,,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,72,648,,6/27空調-4,A37,2027/03/04,48801062641237,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-4006,,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,72,648,,6/27空調-4,A37,2027/03/04,48801062641237,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-4007,,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,72,648,,6/27空調-4,A37,2027/03/04,48801062641237,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-4008,,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,72,648,,6/27空調-4,A37,2027/03/04,48801062641237,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-4009,,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,72,648,,6/27空調-4,A37,2027/03/04,48801062641237,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-4010,,BK9288,LOTTE Pepero 杏仁巧克力口味餅乾棒32g FOR PX,80,3200,,6/27空調-4,A37,2027/01/29,18801062132765,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-4011,,BK9288,LOTTE Pepero 杏仁巧克力口味餅乾棒32g FOR PX,80,3200,,6/27空調-4,A37,2027/03/20,18801062132765,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-4012,,BK9288,LOTTE Pepero 杏仁巧克力口味餅乾棒32g FOR PX,80,3200,,6/27空調-4,A37,2027/03/20,18801062132765,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-4013,,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,6/27空調-4,A37,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-4014,,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,6/27空調-4,A37,2027/01/21,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-4015,,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,80,3200,,6/27空調-4,A37,2027/01/21,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-4016,,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,60,2400,,6/27空調-4,A37,2027/01/28,18801062862532,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-4017,,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,6/27空調-4,A37,2027/01/28,18801062862532,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-4018,,BK9307,LOTTE Pepero 草莓脆粒餅乾棒32g - 10盒裝,78,3120,,6/27空調-4,A37,2027/01/27,18801062862532,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5001,,BK9215,LOTTE 巧克力派(6顆裝)-4盒裝,60,960,,6/27空調-5,A37,2027/06/03,18801062126481,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5002,,BK9215,LOTTE 巧克力派(6顆裝)-4盒裝,60,960,,6/27空調-5,A37,2027/06/03,18801062126481,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5003,,BK9215,LOTTE 巧克力派(6顆裝)-4盒裝,60,960,,6/27空調-5,A37,2027/06/03,18801062126481,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5004,,BK9215,LOTTE 巧克力派(6顆裝)-4盒裝,60,960,,6/27空調-5,A37,2027/06/03,18801062126481,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5005,,BK9274,LOTTE Pepero 巧克力口味餅乾棒47g,19,790,,6/27空調-5,A37,2027/04/05,28801062639483,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5006,,BK9274,LOTTE Pepero 巧克力口味餅乾棒47g,56,2240,,6/27空調-5,A37,2027/04/12,28801062639483,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5007,,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,11,450,,6/27空調-5,A37,2027/01/29,78801062267711,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5008,,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,20,800,,6/27空調-5,A37,2027/01/29,78801062267711,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5009,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,13,520,,6/27空調-5,A37,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5010,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,14,560,,6/27空調-5,A37,2027/01/21,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5011,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,62,2490,,6/27空調-5,A37,2027/01/21,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5012,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,80,3200,,6/27空調-5,A37,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5013,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,80,3200,,6/27空調-5,A37,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5014,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,80,3200,,6/27空調-5,A37,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5015,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,80,3200,,6/27空調-5,A37,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5016,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,80,3200,,6/27空調-5,A37,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5017,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,80,3200,,6/27空調-5,A37,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5018,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,80,3200,,6/27空調-5,A37,2027/03/10,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5019,,BK9278,LOTTE Pepero 黑餅乾巧克力口味餅乾棒,5,200,,6/27空調-5,A37,2027/05/18,28801062481730,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5020,,BK9282,LOTTE Pepero 巧克力口味餅乾棒分享盒180g,72,648,,6/27空調-5,A37,2027/03/18,48801062016097,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5021,,BK9282,LOTTE Pepero 巧克力口味餅乾棒分享盒180g,72,648,,6/27空調-5,A37,2027/03/18,48801062016097,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5022,,BK9282,LOTTE Pepero 巧克力口味餅乾棒分享盒180g,72,648,,6/27空調-5,A37,2027/03/18,48801062016097,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5023,,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,6/27空調-5,A37,2027/01/27,18801062862532,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5024,,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,6/27空調-5,A37,2027/01/28,18801062862532,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-5025,,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,6/27空調-5,A37,2027/01/28,18801062862532,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6001,,BK9279,LOTTE Pepero 脆心巧克力口味餅乾棒39g,16,663,,6/27空調-6,A37,2027/04/22,18801062881748,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6002,,BK9280,LOTTE Pepero 杏仁白巧克力口味餅乾棒 32g,38,1520,,6/27空調-6,A37,2027/03/11,18801062880147,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6003,,BK9280,LOTTE Pepero 杏仁白巧克力口味餅乾棒 32g,39,1581,,6/27空調-6,A37,2027/05/13,18801062880147,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6004,,BK9282,LOTTE Pepero 巧克力口味餅乾棒分享盒180g,0,5,,6/27空調-6,A40,2026/08/17,48801062016097,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6005,,BK9282,LOTTE Pepero 巧克力口味餅乾棒分享盒180g,37,338,,6/27空調-6,A37,2027/03/18,48801062016097,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6006,,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,4,36,,6/27空調-6,A37,2027/04/12,48801062267796,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6007,,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,6,54,,6/27空調-6,A37,2027/05/14,48801062267796,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6008,,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,17,158,,6/27空調-6,A37,2026/11/25,48801062267796,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6009,,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,29,261,,6/27空調-6,A37,2027/04/13,48801062267796,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6010,,BK9283,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒,40,360,,6/27空調-6,A37,2027/04/12,48801062267796,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6011,,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,25,225,,6/27空調-6,A37,2027/02/04,48801062641237,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6012,,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,46,414,,6/27空調-6,A37,2027/03/04,48801062641237,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6013,,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,51,459,,6/27空調-6,A37,2027/03/04,48801062641237,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6014,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,11,99,,6/27空調-6,A37,2027/04/01,18801062880888,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6015,,BK9286,LOTTE Pepero 黑餅乾巧克力口味餅乾棒分享盒,46,414,,6/27空調-6,A37,2027/05/26,18801062865717,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6016,,BK9288,LOTTE Pepero 杏仁巧克力口味餅乾棒32g FOR PX,6,240,,6/27空調-6,A37,2027/01/29,18801062132765,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6017,,BK9289,LOTTE Pepero 杏仁巧克力口味餅乾棒32g-10盒裝,4,160,,6/27空調-6,A37,2027/01/29,98801062478166,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6018,,BK9289,LOTTE Pepero 杏仁巧克力口味餅乾棒32g-10盒裝,23,920,,6/27空調-6,A37,2027/02/13,98801062478166,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6019,,BK9289,LOTTE Pepero 杏仁巧克力口味餅乾棒32g-10盒裝,38,1520,,6/27空調-6,A37,2027/01/29,98801062478166,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6020,,BK9289,LOTTE Pepero 杏仁巧克力口味餅乾棒32g-10盒裝,45,1800,,6/27空調-6,A37,2027/01/30,98801062478166,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6021,,BK9290,LOTTE Pepero 白巧克力口味餅乾棒32g FOR PX,58,2320,,6/27空調-6,A37,2027/01/21,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-6022,,BK9291,LOTTE Pepero 白巧克力口味餅乾棒32g-10盒裝,37,1480,,6/27空調-6,A37,2027/01/21,58801062636353,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-7001,,BK9215,LOTTE 巧克力派(6顆裝)-4盒裝,32,512,,6/27空調-7,A37,2027/06/03,18801062126481,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-7002,,BK9293,LOTTE Pepero 黑餅乾巧克力口味餅乾棒32g-10盒裝,20,800,,6/27空調-7,A37,2027/05/18,28801062481730,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-7003,,BK9293,LOTTE Pepero 黑餅乾巧克力口味餅乾棒32g-10盒裝,54,2160,,6/27空調-7,A37,2027/02/10,28801062481730,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-7004,,BK9294,LOTTE Pepero 脆心巧克力口味餅乾棒39g  FOR PX,9,360,,6/27空調-7,A37,2027/04/22,18801062881748,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-7005,,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,34,1360,,6/27空調-7,A37,2027/01/28,18801062862532,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-7006,,BK9313,LOTTE Pepero 草莓脆粒餅乾棒32g - 5盒裝,9,360,,6/27空調-7,A37,2027/01/27,18801062862532,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-7007,,BK9314,LOTTE Pepero 黑餅乾巧克力口味餅乾棒FOR PX,30,1200,,6/27空調-7,A37,2027/05/18,28801062481730,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-7008,,BK9318,LOTTE Pepero巧克力夾心口味餅乾棒45g,25,1000,,6/27空調-7,A37,2027/01/11,18801062860521,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-7009,,BK9318,LOTTE Pepero巧克力夾心口味餅乾棒45g,55,2200,,6/27空調-7,A37,2027/02/08,18801062860521,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-7010,,BK9358,LOTTE Pepero 巧克力口味餅乾棒分享盒for PX,1,9,,6/27空調-7,A37,2027/03/18,18801062016096,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-7011,,BK9359,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒for PX,54,486,,6/27空調-7,A37,2027/04/13,28801062482201,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-7012,,BK9360,LOTTE Pepero 白巧克力口味餅乾棒分享盒for PX,55,495,,6/27空調-7,A37,2027/02/04,68801062479834,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-7013,,CJ0017,LOTTE Ghana加納牛奶可可製品(片裝)50g,18,2250,,6/27空調-7,A37,2026/12/31,14903333258847,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-7014,,CJ9389,LOTTE Zero可可製品-隨手包,7,630,,6/27空調-7,A37,2026/12/31,14903333220448,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-7015,,CJ9457,LOTTE Zero可可製品,3,240,,6/27空調-7,A37,2027/01/31,44903333248733,AIRCON,2026-06-26 14:36:49
lotte20260627aircon-7016,,CJ9458,LOTTE ZERO巧克力70%(添加植物油),5,400,,6/27空調-7,A37,2027/01/31,44903333207235,AIRCON,2026-06-26 14:36:49
