orderId,destLoc,sku,name,qtyPcs,trip,alloc_batch_id,alloc_timestamp
lotte20260627-9004,BJ223,BT9110,LOTTE TOPPO香草草莓口味夾心餅乾棒40g,1140,6/27-9,BATCH_00255,2026-06-26 14:36:49
lotte20260627-9005,BF134,BT9132,LOTTE Toppo巧克力口味夾心餅乾棒40g,480,6/27-9,BATCH_00256,2026-06-26 14:36:49
lotte20260627-9006,BL153,BT9133,LOTTE TOPPO濃厚巧克力口味夾心餅乾棒40g,940,6/27-9,BATCH_00257,2026-06-26 14:36:49
lotte20260627-9007,BJ184,BT9133,LOTTE TOPPO濃厚巧克力口味夾心餅乾棒40g,1520,6/27-9,BATCH_00258,2026-06-26 14:36:49
lotte20260627-9008,BF164,BT9135,樂天小熊餅－泰奶風味33g,432,6/27-9,BATCH_00259,2026-06-26 14:36:49
lotte20260627-9009,BF114,BT9135,樂天小熊餅－泰奶風味33g,480,6/27-9,BATCH_00260,2026-06-26 14:36:49
lotte20260627-9010,BL262,BT9135,樂天小熊餅－泰奶風味33g,576,6/27-9,BATCH_00261,2026-06-26 14:36:49
lotte20260627-9011,BP013,BT9136,樂天小熊餅家庭號－泰奶風味175g,217,6/27-9,BATCH_00262,2026-06-26 14:36:49
lotte20260627-9012,BF122,BT9140,樂天小熊餅-泰奶風味(For PX),480,6/27-9,BATCH_00263,2026-06-26 14:36:49
lotte20260627-9013,BL264,BT9140,樂天小熊餅-泰奶風味(For PX),528,6/27-9,BATCH_00264,2026-06-26 14:36:49
lotte20260627-9014,BP023,BT9141,樂天小熊餅家庭號-泰奶風味(For PX),210,6/27-9,BATCH_00265,2026-06-26 14:36:49
lotte20260627-9015,BG194,BV0006,LOTTE巧克力布雪蛋糕－經典起司口味(12顆裝),268,6/27-9,BATCH_00266,2026-06-26 14:36:49
lotte20260627-9018,BH214,CK9032,LOTTE Crunky 巧克力球(76g),144,6/27-9,BATCH_00267,2026-06-26 14:36:49
lotte20260627-9019,BG254,CK9032,LOTTE Crunky 巧克力球(76g),228,6/27-9,BATCH_00268,2026-06-26 14:36:49
lotte20260627-9022,BJ173,DJ9082,LOTTE酸甜小梅糖迷你包,1728,6/27-9,BATCH_00269,2026-06-26 14:36:49
lotte20260627-9024,BP033,DK0019,LOTTE Anytime 薄荷三層糖60g,200,6/27-9,BATCH_00270,2026-06-26 14:36:49
lotte20260627-9025,BG234,DK0019,LOTTE Anytime 薄荷三層糖60g,240,6/27-9,BATCH_00271,2026-06-26 14:36:49
lotte20260627-9026,BL194,DK9012,LOTTE檸檬糖17.5g,719,6/27-9,BATCH_00272,2026-06-26 14:36:49
lotte20260627-9027,BJ232,DK9012,LOTTE檸檬糖17.5g,1104,6/27-9,BATCH_00273,2026-06-26 14:36:49
lotte20260627-9028,BJ194,DK9012,LOTTE檸檬糖17.5g,1392,6/27-9,BATCH_00274,2026-06-26 14:36:49
lotte20260627-9029,BH264,DK9051,LOTTE 青葡萄糖153g,120,6/27-9,BATCH_00275,2026-06-26 14:36:49
lotte20260627-9030,BL263,DK9051,LOTTE 青葡萄糖153g,540,6/27-9,BATCH_00276,2026-06-26 14:36:49
lotte20260627-9031,BE054,DK9084,LOTTE 檸檬糖65g(罐裝) FOR PX,192,6/27-9,BATCH_00277,2026-06-26 14:36:49
lotte20260627-9032,BF094,DK9084,LOTTE 檸檬糖65g(罐裝) FOR PX,480,6/27-9,BATCH_00278,2026-06-26 14:36:49
lotte20260627-9035,BP034,DK9088,LOTTE蜜桃糖153g,200,6/27-9,BATCH_00279,2026-06-26 14:36:49
lotte20260627-9036,BP042,DK9088,LOTTE蜜桃糖153g,200,6/27-9,BATCH_00280,2026-06-26 14:36:49
lotte20260627-9037,BE024,DK9088,LOTTE蜜桃糖153g,200,6/27-9,BATCH_00281,2026-06-26 14:36:49
lotte20260627-9040,BH042,GW0180,樂天小熊餅好運袋,144,6/27-9,BATCH_00282,2026-06-26 14:36:49
