# Generated: 2026-06-19 13:10:22
# Total rows: 187
# Data source: ALLY_LOTTE_QR_PRINTER_v8.3.html embedded PALLET_DATA
# Issues found:
# - Row 177 (Board 177): SKU 'DK9075' missing from ITEM_MASTER - requires user verification
# Note: destLocation may be "TBD" pending binding table from user

sourceId,sku,品名,箱數,件數,國際條碼,上架儲位,來源儲位,效期,趟次,棧板號,入庫單號
LOTTE-20260622-622_3-122,BV0007,LOTTE巧克力布雪蛋糕(6顆裝),60,960,08935341300736,BI012,T06A0452-0,2027/04/22,Regular-1,140,20260622-140
LOTTE-20260622-622_3-136,BV0011,LOTTE巧克力派－日式抹茶口味(12顆裝),60,480,8935341301832,BI012,T07A0014-0,2027/04/10,Regular-1,141,20260622-141
LOTTE-20260622-622_3-137,BV0007,LOTTE巧克力布雪蛋糕(6顆裝),60,960,08935341300736,BI012,T07A0034-0,2027/04/22,Regular-1,142,20260622-142
LOTTE-20260622-622_3-138,BV0011,LOTTE巧克力派－日式抹茶口味(12顆裝),60,480,8935341301832,BI012,T07A0054-0,2027/04/10,Regular-1,143,20260622-143
LOTTE-20260622-622_3-139,BV0011,LOTTE巧克力派－日式抹茶口味(12顆裝),60,480,8935341301832,BI012,T07A0174-0,2027/04/10,Regular-1,144,20260622-144
LOTTE-20260622-622_3-140,BV0011,LOTTE巧克力派－日式抹茶口味(12顆裝),60,480,8935341301832,BI012,T07A0254-0,2027/04/10,Regular-1,145,20260622-145
LOTTE-20260622-622_3-141,BV0011,LOTTE巧克力派－日式抹茶口味(12顆裝),60,480,8935341301832,BI012,T07A0274-0,2027/04/10,Regular-1,146,20260622-146
LOTTE-20260622-622_3-142,BV0011,LOTTE巧克力派－日式抹茶口味(12顆裝),60,480,8935341301832,BI012,T07A0312-0,2027/04/10,Regular-1,147,20260622-147
LOTTE-20260622-622_3-143,BV0011,LOTTE巧克力派－日式抹茶口味(12顆裝),60,480,8935341301832,BI012,T07A0332-0,2027/04/10,Regular-1,148,20260622-148
LOTTE-20260622-622_3-144,BV0011,LOTTE巧克力派－日式抹茶口味(12顆裝),60,480,8935341301832,BI012,T07A0334-0,2027/04/10,Regular-1,149,20260622-149
LOTTE-20260622-622_3-145,BV0011,LOTTE巧克力派－日式抹茶口味(12顆裝),60,480,8935341301832,BI012,T07A0354-0,2027/04/10,Regular-1,150,20260622-150
LOTTE-20260622-622_3-146,BV0011,LOTTE巧克力派－日式抹茶口味(12顆裝),20,160,8935341301832,BI012,T07A0392-0,2027/04/10,Regular-1,151,20260622-151
LOTTE-20260622-622_3-147,BV0011,LOTTE巧克力派－日式抹茶口味(12顆裝),60,480,8935341301832,BI012,T07A0455-0,2027/04/10,Regular-1,152,20260622-152
LOTTE-20260622-622_3-149,BV0007,LOTTE巧克力布雪蛋糕(6顆裝),60,960,08935341300736,BI012,T07B0363-0,2027/04/22,Regular-1,153,20260622-153
LOTTE-20260622-622_3-150,BV0011,LOTTE巧克力派－日式抹茶口味(12顆裝),60,480,8935341301832,BI013,T07B0365-0,2027/04/10,Regular-1,154,20260622-154
LOTTE-20260622-622_4-155,DK9051,LOTTE 青葡萄糖153g,60,1200,58801062009522,BI013,A19A1172-0,2027/04/14,Regular-1,155,20260622-155
LOTTE-20260622-622_4-156,DK9051,LOTTE 青葡萄糖153g,60,1200,58801062009522,BI013,A19A1192-0,2027/04/14,Regular-1,156,20260622-156
LOTTE-20260622-622_4-157,DK9051,LOTTE 青葡萄糖153g,60,1200,58801062009522,BI013,A19A1271-0,2027/04/14,Regular-1,157,20260622-157
LOTTE-20260622-622_4-158,DK9051,LOTTE 青葡萄糖153g,60,1200,58801062009522,BI013,A19A1331-0,2027/04/14,Regular-1,158,20260622-158
LOTTE-20260622-622_4-159,DK9051,LOTTE 青葡萄糖153g,60,1200,58801062009522,BI013,A19A1351-0,2027/04/14,Regular-1,159,20260622-159
LOTTE-20260622-622_4-160,DK9051,LOTTE 青葡萄糖153g,60,1200,58801062009522,BI013,A19A1353-0,2027/04/14,Regular-1,160,20260622-160
LOTTE-20260622-622_4-161,DK9051,LOTTE 青葡萄糖153g,60,1200,58801062009522,BI013,A19A1373-0,2027/04/14,Regular-1,161,20260622-161
LOTTE-20260622-622_4-162,DK9051,LOTTE 青葡萄糖153g,60,1200,58801062009522,BI013,A19A1392-0,2027/03/11,Regular-1,162,20260622-162
LOTTE-20260622-622_4-163,DK9051,LOTTE 青葡萄糖153g,60,1200,58801062009522,BI013,A19A1393-0,2027/04/14,Regular-1,163,20260622-163
LOTTE-20260622-622_4-164,DK9051,LOTTE 青葡萄糖153g,60,1200,58801062009522,BI013,A19A1412-0,2027/03/11,Regular-1,164,20260622-164
LOTTE-20260622-622_4-165,DK9051,LOTTE 青葡萄糖153g,60,1200,58801062009522,BI013,A19A1413-0,2027/03/11,Regular-1,165,20260622-165
LOTTE-20260622-622_4-166,DK9051,LOTTE 青葡萄糖153g,60,1200,58801062009522,BI013,A19A1452-0,2027/03/11,Regular-1,166,20260622-166
LOTTE-20260622-622_4-167,DK9051,LOTTE 青葡萄糖153g,60,1200,58801062009522,BI013,A19A1453-0,2027/03/11,Regular-1,167,20260622-167
LOTTE-20260622-622_4-168,DK9051,LOTTE 青葡萄糖153g,60,1200,58801062009522,BI013,A19A1513-0,2027/03/11,Regular-1,168,20260622-168
LOTTE-20260622-622_4-169,DK9051,LOTTE 青葡萄糖153g,60,1200,58801062009522,BI013,A19B1362-0,2027/04/14,Regular-1,169,20260622-169
LOTTE-20260622-622_4-170,DK9051,LOTTE 青葡萄糖153g,60,1200,58801062009522,BI013,A19B1382-0,2027/04/14,Regular-1,170,20260622-170
LOTTE-20260622-622_4-171,DK9051,LOTTE 青葡萄糖153g,60,1200,58801062009522,BI013,A19B1402-0,2027/04/14,Regular-1,171,20260622-171
LOTTE-20260622-622_4-172,DK9012,LOTTE檸檬糖17.5g,6,288,38801062221975,BI013,C07A0113-0,2027/04/06,Regular-1,172,20260622-172
LOTTE-20260622-622_4-173,DK9012,LOTTE檸檬糖17.5g,57,2736,38801062221975,BI013,C07A0173-0,2027/03/26,Regular-1,173,20260622-173
LOTTE-20260622-622_4-174,DK9012,LOTTE檸檬糖17.5g,140,6720,38801062221975,BI013,C11B0047-0,2027/04/06,Regular-1,174,20260622-174
LOTTE-20260622-622_4-175,DK9012,LOTTE檸檬糖17.5g,140,6720,38801062221975,BI013,C11B0127-0,2027/03/26,Regular-1,175,20260622-175
LOTTE-20260622-622_4-176,DK9012,LOTTE檸檬糖17.5g,140,6720,38801062221975,BI013,C11B0167-0,2027/04/06,Regular-1,176,20260622-176
LOTTE-20260622-622_4-177,DK9075,LOTTE檸檬糖17.5g  FOX PX,140,6720,,BI013,T06A0053-0,2027/03/26,Regular-1,177,20260622-177
LOTTE-20260622-622_4-178,DK9051,LOTTE 青葡萄糖153g,36,720,58801062009522,BI013,T11A0155-0,2027/04/14,Regular-1,178,20260622-178
LOTTE-20260622-622_4-179,DK9051,LOTTE 青葡萄糖153g,28,560,58801062009522,BI013,T11A0175-0,2027/04/29,Regular-1,179,20260622-179
LOTTE-20260622-622_4-180,DK9051,LOTTE 青葡萄糖153g,42,840,58801062009522,BI013,T11A0193-0,2027/04/29,Regular-1,180,20260622-180
LOTTE-20260622-622_4-181,DK9051,LOTTE 青葡萄糖153g,42,840,58801062009522,BI013,T11A0194-0,2027/04/29,Regular-1,181,20260622-181
LOTTE-20260622-622_4-182,DK9051,LOTTE 青葡萄糖153g,42,840,58801062009522,BI013,T11A0274-0,2027/04/29,Regular-1,182,20260622-182
LOTTE-20260622-622_4-183,DK9051,LOTTE 青葡萄糖153g,42,840,58801062009522,BI013,T12A0374-0,2027/04/29,Regular-1,183,20260622-183
LOTTE-20260622-622_4-184,DK9051,LOTTE 青葡萄糖153g,42,840,58801062009522,BI013,T12A0431-0,2027/04/29,Regular-1,184,20260622-184
LOTTE-20260622-622_4-185,DK9051,LOTTE 青葡萄糖153g,42,840,58801062009522,BI013,T12B0044-0,2027/04/14,Regular-1,185,20260622-185
LOTTE-20260622-622_4-186,DK9051,LOTTE 青葡萄糖153g,42,840,58801062009522,BI013,T12B0423-0,2027/04/14,Regular-1,186,20260622-186
LOTTE-20260622-622_4-187,DK9051,LOTTE 青葡萄糖153g,42,840,58801062009522,BI013,T12B0484-0,2027/04/29,Regular-1,187,20260622-187
