# Generated: 2026-06-19 13:10:22
# Total rows: 187
# Data source: ALLY_LOTTE_QR_PRINTER_v8.3.html embedded PALLET_DATA
# Issues found:
# - Row 177 (Board 177): SKU 'DK9075' missing from ITEM_MASTER - requires user verification
# Note: destLocation may be "TBD" pending binding table from user

sourceId,sku,品名,箱數,件數,國際條碼,上架儲位,來源儲位,效期,趟次,棧板號,入庫單號
LOTTE-20260622-622_1-065,BT0065,樂天小熊餅－家庭號巧克力風味195g,48,480,5 885 2008 30026 5,BI012,A19A1473-0,2027/07/01,Regular-1,93,20260622-093
LOTTE-20260622-622_1-066,BT0065,樂天小熊餅－家庭號巧克力風味195g,48,480,5 885 2008 30026 5,BI012,A19A1474-0,2027/07/01,Regular-1,94,20260622-094
LOTTE-20260622-622_1-067,BT0065,樂天小熊餅－家庭號巧克力風味195g,48,480,5 885 2008 30026 5,BI012,A19A1492-0,2027/07/01,Regular-1,95,20260622-095
LOTTE-20260622-622_1-068,BT0065,樂天小熊餅－家庭號巧克力風味195g,48,480,5 885 2008 30026 5,BI012,A19A1493-0,2027/07/01,Regular-1,96,20260622-096
LOTTE-20260622-622_1-069,BT0065,樂天小熊餅－家庭號巧克力風味195g,48,480,5 885 2008 30026 5,BI012,A19A1494-0,2027/07/01,Regular-1,97,20260622-097
LOTTE-20260622-622_1-071,BT0065,樂天小熊餅－家庭號巧克力風味195g,48,480,5 885 2008 30026 5,BI012,A19A1514-0,2027/07/01,Regular-1,98,20260622-098
LOTTE-20260622-622_1-072,BT0065,樂天小熊餅－家庭號巧克力風味195g,48,480,5 885 2008 30026 5,BI012,A19A1534-0,2027/07/01,Regular-1,99,20260622-099
LOTTE-20260622-622_1-073,BT0065,樂天小熊餅－家庭號巧克力風味195g,48,480,5 885 2008 30026 5,BI012,A19A1554-0,2027/07/01,Regular-1,100,20260622-100
LOTTE-20260622-622_1-075,BT0065,樂天小熊餅－家庭號巧克力風味195g,48,480,5 885 2008 30026 5,BI012,A19A1573-0,2027/06/16,Regular-1,101,20260622-101
LOTTE-20260622-622_1-076,BT0065,樂天小熊餅－家庭號巧克力風味195g,48,480,5 885 2008 30026 5,BI012,A19A1574-0,2027/07/01,Regular-1,102,20260622-102
LOTTE-20260622-622_1-078,BT0065,樂天小熊餅－家庭號巧克力風味195g,48,480,5 885 2008 30026 5,BI012,A19A1593-0,2027/06/16,Regular-1,103,20260622-103
